Channel,Watch time(Minutes),Stream time(minutes),Peak viewers,Average viewers,Followers,Follower Count,Followers gained,Views gained,Partnered,Mature,Language
Tfue,3671000070,123660,285644,29602,8938903,1,2068424,78998587,TRUE,FALSE,English
shroud,888505170,30240,471281,29612,7744066,1,833587,30621257,TRUE,FALSE,English
Myth,1479214575,134760,122552,9396,6726893,1,1421811,37384058,TRUE,FALSE,English
Rubius,2588632635,58275,240096,42948,5751354,1,3820532,58599449,TRUE,FALSE,Spanish
pokimane,964334055,56505,112160,16026,5367605,1,2085831,45579002,TRUE,FALSE,English
summit1g,6091677300,211845,310998,25610,5310163,1,1370184,89705964,TRUE,FALSE,English
TimTheTatman,2834436990,108780,142067,25664,5265659,1,1244341,50119786,TRUE,TRUE,English
dakotaz,978947160,132615,43397,7112,4520305,1,489250,18504106,TRUE,FALSE,English
Riot Games (riotgames),2674646715,80820,639375,20960,4487489,1,497678,56855694,TRUE,FALSE,English
DrDisrespect,1839882465,73065,97540,23794,4450718,1,825004,43919410,TRUE,FALSE,English
DrLupo,1517612010,172350,90696,8311,4115083,1,567795,47295386,TRUE,FALSE,English
NICKMERCS,3360675195,136275,115633,24181,4074287,1,1089824,46084211,TRUE,FALSE,English
auronplay,2410022550,40575,170115,53986,3983847,1,3966525,41514854,TRUE,FALSE,Spanish
ESL_CSGO,3970318140,517740,300575,7714,3944850,1,703986,106546942,TRUE,FALSE,English
TheGrefg,1757406750,54855,538444,28887,3795667,1,3593081,47094362,TRUE,FALSE,Spanish
SypherPK,1016450160,145230,130401,6553,3611359,1,1118169,26996445,TRUE,FALSE,English
Fortnite,369166335,12030,169084,28584,3558217,1,1163448,21509520,TRUE,FALSE,English
loltyler1,2928356940,122490,89387,22381,3530767,1,951730,51349926,TRUE,FALSE,English
alanzoka,2055003870,103770,89153,19560,3445134,1,1325075,46515698,TRUE,FALSE,Portuguese
xQcOW,6196161750,215250,222720,27716,3246298,1,1734810,93036735,TRUE,FALSE,English
Fresh,1464179820,147660,57431,9728,3135667,1,1875187,25341820,TRUE,FALSE,English
Syndicate,289369785,58695,22845,4281,3000509,1,282047,13227099,TRUE,FALSE,English
Mongraal,492733995,27060,89706,18180,2951980,1,1454481,19515587,TRUE,FALSE,English
Bugha,1324519320,100470,66311,12982,2942212,1,2220765,49441744,TRUE,FALSE,English
MontanaBlack88,2408460990,67740,181600,33514,2911316,1,1101093,37189666,TRUE,TRUE,German
sodapoppin,2329440420,115305,107833,19659,2786162,1,236169,39334821,TRUE,TRUE,English
Faker,492835710,17115,56325,29414,2716270,1,750480,26508938,TRUE,FALSE,Korean
LIRIK,2832930285,128490,89170,21739,2666382,1,199077,50504526,TRUE,FALSE,English
imaqtpie,596368095,167190,26087,3478,2652018,1,50312,13182700,TRUE,FALSE,English
Nightblue3,899215845,118980,17738,7234,2641880,1,175130,19181711,TRUE,FALSE,English
Anomaly,2865429915,92880,125408,12377,2607076,1,1532689,36350662,TRUE,FALSE,English
elded,853049385,110940,44758,7699,2601858,1,1108422,14789437,TRUE,FALSE,Spanish
Castro_1021,1845157080,100215,125133,17779,2411995,1,550678,22672980,TRUE,FALSE,English
Gotaga,1538511315,141675,81644,10750,2401580,1,632118,39591707,TRUE,FALSE,French
Symfuhny,1076179485,137400,45671,7327,2355063,1,704327,18756705,TRUE,TRUE,English
Squeezie,667977780,29775,158972,19260,2149306,1,875678,21128175,TRUE,FALSE,French
cloakzy,748023225,101670,40497,6743,2138294,1,558107,14533643,TRUE,FALSE,English
TSM_Hamlinz,167898480,11055,51989,15483,2137521,1,126150,2268382,TRUE,FALSE,English
CouRageJD,131341275,14010,72100,8717,2115596,1,120434,2874860,FALSE,FALSE,English
Clix,1256647110,89760,81926,12996,2035180,1,1687923,33286370,TRUE,FALSE,English
CDNThe3rd,722562675,134280,55752,4919,2009972,1,167704,15136396,TRUE,FALSE,English
ibai,1412913285,57795,173238,22837,1894953,1,1602088,44178173,TRUE,FALSE,Spanish
Yassuo,1347412425,103905,70587,10531,1878416,1,689957,32362117,TRUE,FALSE,English
SLAKUN10,179262330,9555,48358,18906,1874932,1,1874846,5835029,TRUE,FALSE,Spanish
Loserfruit,212318190,99525,42374,1816,1869993,1,790345,10477877,TRUE,FALSE,English
Cizzorz,125812350,56970,11782,1891,1866339,1,222573,3095942,TRUE,FALSE,English
coscu,622424175,77160,80444,8919,1865296,1,1061265,19438119,TRUE,FALSE,Spanish
wtcN,582125625,77385,73861,7438,1852272,1,566210,25333548,TRUE,TRUE,Turkish
DreamHackCS,1052904720,314595,212201,5001,1801697,1,275934,28759226,TRUE,FALSE,English
OverwatchLeague,805163370,24480,254493,33132,1796619,1,83198,27099682,TRUE,FALSE,English
YoDa,1690237110,135675,123796,12868,1792625,1,383130,38499423,TRUE,FALSE,Portuguese
Gaules,5644590915,515280,387315,10976,1767635,1,1023779,102611607,TRUE,TRUE,Portuguese
Gosu,244854375,64590,16362,3502,1751290,1,185952,9377658,TRUE,FALSE,English
JoshOG,510984165,159300,85051,2957,1748928,1,120782,20688501,TRUE,FALSE,English
benjyfishy,580787955,34350,75491,14423,1739112,1,1455278,20411553,TRUE,FALSE,English
GamesDoneQuick,1619144100,87450,234826,6734,1724316,1,113469,43345080,TRUE,FALSE,English
boxbox,353396640,117720,25314,2717,1717150,1,145809,9971842,TRUE,FALSE,English
Amouranth,618067800,235170,13495,2560,1707804,1,532750,48015117,TRUE,FALSE,English
Aydan,495563580,140595,51268,3507,1701314,1,425036,11009240,TRUE,TRUE,English
s1mple,333097410,24615,34971,12723,1681884,1,740732,20277843,TRUE,FALSE,English
FACEIT TV (faceittv),292881510,35910,145470,9722,1681615,1,23166,17259602,TRUE,FALSE,English
HighDistortion,169501845,105630,20179,1397,1677690,1,61126,5125402,TRUE,FALSE,English
NickEh30,1148114400,117885,85073,9702,1660204,1,1445590,39439261,TRUE,FALSE,English
sneakylol,1149209820,174885,22759,6775,1659108,1,183911,17820367,TRUE,FALSE,English
MrSavage,251627985,33030,31525,6883,1651212,1,734583,9931629,TRUE,FALSE,English
Trymacs,1184154975,107880,50957,10735,1607134,1,582089,21254933,TRUE,FALSE,German
UNLOSTV,304599090,19995,128345,12171,1585519,1,571237,11452750,TRUE,FALSE,Turkish
Asmongold,3668799075,82260,263720,42414,1563438,1,554201,61715781,TRUE,FALSE,English
NOBRU,888211260,38655,132224,22070,1549722,1,1400039,6781403,TRUE,FALSE,Portuguese
KingRichard,472405995,137175,17327,3312,1536757,1,109795,9570639,TRUE,FALSE,English
BobRoss,558170835,238035,11659,2175,1519266,1,216326,7491995,TRUE,FALSE,English
Rainbow6,1031011170,82380,135471,11535,1501197,1,428942,16786627,TRUE,TRUE,English
SolaryFortnite,1223349555,381735,46710,3180,1478270,1,447191,26737542,TRUE,FALSE,French
Trick2g,371417130,132945,28917,2650,1476226,1,115863,8688676,TRUE,TRUE,English
Dyrus,158999070,138300,11338,1123,1474090,1,111,3724340,TRUE,TRUE,English
Nadeshot,440331540,50175,40327,7985,1472104,1,428800,7844647,TRUE,TRUE,English
IzakOOO,717096330,129165,43050,4463,1461767,1,286467,23586902,TRUE,FALSE,Polish
Alexby11,323225055,54810,53526,5331,1448018,1,1145810,8378248,TRUE,FALSE,Spanish
GoldGlove,268632360,119895,22448,2196,1433703,1,23684,16902968,TRUE,FALSE,English
Jahrein,566176425,61890,43683,8929,1422862,1,247212,18410268,TRUE,FALSE,Turkish
RocketLeague,1322448480,33540,206681,36086,1409120,1,412101,57189129,TRUE,FALSE,English
Doublelift,301917225,20370,52584,13364,1389835,1,166536,7617972,TRUE,FALSE,English
nl_Kripp,1470897720,155895,29316,9256,1379123,1,96793,20034033,TRUE,FALSE,English
KendineMuzisyen,567374295,58545,43422,9583,1372290,1,486410,17629667,TRUE,TRUE,Turkish
SovietWomble,187497450,63360,9616,2900,1368076,1,214775,5846971,TRUE,TRUE,English
lilypichu,477949200,56280,33075,8407,1363222,1,657630,14729189,TRUE,FALSE,English
DisguisedToast,277695945,20325,38169,9892,1340283,1,192604,5928269,FALSE,FALSE,English
jukes,628079220,76605,24263,8165,1327059,1,353576,19915875,TRUE,FALSE,Portuguese
forsen,1106781045,109140,33966,10080,1308165,1,164792,18534278,TRUE,TRUE,English
Cellbit,817373955,103095,68813,8264,1293451,1,547018,18105470,TRUE,FALSE,Portuguese
x2Twins,595707975,125745,31874,4167,1288969,1,1035561,15264996,TRUE,FALSE,English
EASPORTSFIFA,313078095,12165,106126,24395,1287954,1,427684,11286667,TRUE,FALSE,English
Greekgodx,561616335,89745,45741,7083,1278824,1,403108,12441822,TRUE,TRUE,English
Chap,550951215,157545,22571,3430,1272899,1,273926,13683195,TRUE,FALSE,English
CohhCarnage,2029212570,175230,43615,11343,1264808,1,124242,38718674,TRUE,FALSE,English
TheRealKnossi,1811696100,56010,288459,24595,1260160,1,1082039,25342894,TRUE,TRUE,German
rewinside,204116820,48420,24167,4455,1259972,1,372220,5349508,TRUE,FALSE,German
Mithrain,530456265,105540,40183,4990,1258713,1,371005,24222810,TRUE,FALSE,Turkish
Rakin,842581305,144510,51854,5333,1258173,1,517248,24523589,TRUE,FALSE,Portuguese
Warframe,262160025,13740,346131,12843,1254031,1,282680,5405191,TRUE,FALSE,English
Voyboy,411274050,80670,21187,4632,1251182,1,139443,8151140,TRUE,FALSE,English
Scarra,864157695,138360,27421,6060,1242014,1,333090,15626904,TRUE,FALSE,English
RakanooLive,289110855,104535,22607,2726,1234662,1,471456,3836302,TRUE,FALSE,Arabic
Loeya,398289900,150495,7955,2635,1233300,1,337821,19024045,TRUE,FALSE,English
Elraenn,726379485,51150,65543,13224,1223076,1,672978,20881140,TRUE,FALSE,Turkish
GRONKH,1017544335,54645,100330,17860,1216020,1,192000,16800930,TRUE,FALSE,German
juansguarnizo,849083325,123780,45631,6039,1204773,1,946280,12708431,TRUE,FALSE,Spanish
Alinity,218509065,90150,17341,2441,1203324,1,255987,13908506,TRUE,FALSE,English
Ampeterby7,254852265,27480,43882,9301,1194476,1,1185647,6513197,FALSE,FALSE,Spanish
JERICHO,280176915,112860,21935,2401,1191987,1,66665,7582522,TRUE,FALSE,English
Twitch,198083340,12015,130795,9190,1189614,1,223168,46395022,TRUE,FALSE,English
moistcr1tikal,415091820,103170,42135,3977,1166681,1,724159,7780736,TRUE,FALSE,English
LCS,1461310140,31125,214124,46459,1162746,1,526244,28313058,TRUE,FALSE,English
CallMeCarsonLIVE,123486240,14340,61531,8208,1151712,1,732108,3533199,TRUE,TRUE,English
chocoTaco,620395515,160830,30514,3846,1134153,1,250201,17922897,TRUE,FALSE,English
bratishkinoff,646333065,60795,56790,10626,1128907,1,389268,25254350,TRUE,FALSE,Russian
bysTaXx,331965075,48945,259210,6210,1093212,1,795296,10207313,TRUE,FALSE,Spanish
jovirone,553283745,96450,29272,5632,1089830,1,300545,17980307,TRUE,FALSE,Portuguese
buster,884353800,59295,97838,14195,1087377,1,1052053,37351933,TRUE,FALSE,Russian
POW3Rtv,721548885,177885,69009,3836,1080764,1,495072,23271722,TRUE,FALSE,Italian
SkipNhO,553663800,131580,23408,3875,1076499,1,281967,13901197,TRUE,FALSE,Portuguese
Evelone192,1474742220,83010,106900,16422,1075101,1,826433,47400543,TRUE,FALSE,Russian
Doigby,428267280,59655,93577,6829,1068260,1,611786,11805401,TRUE,FALSE,French
NateHill,379971075,111555,41610,3311,1055613,1,449635,14221498,TRUE,FALSE,English
ChicaLive,195344370,92445,14928,2045,1041932,1,631422,2776587,TRUE,FALSE,English
StarLadder5,580541850,41715,189859,13089,1029203,1,104382,21525216,TRUE,FALSE,Russian
A_Seagull,407156655,95160,28779,4193,1028544,1,55228,7374161,TRUE,TRUE,English
72hrs,519458565,136515,30702,3756,1024814,1,315190,12051692,TRUE,FALSE,English
KingGothalion,218707740,34875,41994,5792,1015521,1,44907,3349456,TRUE,FALSE,English
RiotGamesBrazil,1228613130,38370,255542,25918,1011924,1,325801,33796768,TRUE,FALSE,Portuguese
TFBlade,1394312895,141285,35833,9117,1008040,1,450146,35978104,TRUE,FALSE,English
Grimmmz,377312595,176580,21993,2153,1001739,1,37734,7803917,TRUE,TRUE,English
Hiko,523057245,79665,41644,5268,1001350,1,479830,11106951,TRUE,FALSE,English
TwitchRivals,516113670,36555,109148,14509,999480,1,644684,71159574,TRUE,FALSE,English
LeBouseuh,214699305,61455,24497,3678,988237,1,351530,4545514,TRUE,FALSE,French
Rammus53,247730100,104520,16370,2217,978645,1,332303,11041262,TRUE,TRUE,Turkish
Nick28T,556741020,183660,15155,3024,977377,1,78054,6777975,TRUE,TRUE,English
LEC,1470431925,45660,305119,28830,973727,1,551345,25924096,TRUE,FALSE,English
Sweet_Anita,155731920,57600,21594,2690,972070,1,510063,7927278,TRUE,TRUE,English
Call of Duty (callofduty),130938960,3645,170131,19897,968465,1,50321,5423366,TRUE,TRUE,English
Yogscast,644580630,443130,54885,1384,961860,1,127684,20999649,TRUE,FALSE,English
DavyJones,199829100,48375,44526,4111,955846,1,454965,10940319,TRUE,FALSE,Portuguese
LCK,1351758525,37140,171861,36030,934688,1,307853,28970100,TRUE,FALSE,English
BeyondTheSummit,1339097490,505080,116547,2635,923689,1,114948,42403593,TRUE,FALSE,English
MOONMOON,1527882945,124680,24892,11220,923448,1,95776,13505898,TRUE,TRUE,English
MarkiLokurasY,200552295,71070,26329,2714,923377,1,417223,7000112,TRUE,FALSE,Spanish
Papaplatte,1105525440,125550,42230,8546,919026,1,552959,23472239,TRUE,FALSE,German
ONSCREEN,1197130335,134880,88516,4134,918654,1,669348,22820310,TRUE,FALSE,English
Amaz,235255500,84525,12652,2764,915023,1,-5405,4237993,TRUE,FALSE,English
RiceGum,144167385,12300,29173,11696,903261,1,388376,2273737,TRUE,FALSE,English
ELoTRiX,319051995,56310,31194,5620,895851,1,318247,5587147,TRUE,TRUE,German
scump,506838930,71355,79976,6789,893010,1,275270,8661072,TRUE,FALSE,English
TheKAIRI78,353046060,50310,47081,6795,885915,1,650990,5134322,TRUE,FALSE,French
Letshe,291144945,80745,28808,3073,884661,1,687813,11561585,TRUE,FALSE,English
lestream,955346835,253395,47638,3652,883706,1,124020,25815105,TRUE,FALSE,French
ZeratoR,1011013035,84960,262273,10516,880728,1,240442,31456198,TRUE,TRUE,French
Giantwaffle,612594165,165525,36340,3429,878934,1,15334,10831070,TRUE,FALSE,English
Stewie2K,151271895,24735,27416,5296,875087,1,289867,5771575,TRUE,TRUE,English
Replays,285932205,140220,16193,1983,871405,1,449727,5185473,TRUE,FALSE,English
hastad,160672260,85545,10888,1812,868738,1,188163,4991368,TRUE,FALSE,Portuguese
Mickalow,305967975,157260,37872,1830,864324,1,260914,8191116,TRUE,FALSE,French
TSM_TheOddOne,181908120,188445,4363,913,864087,1,-15772,6370949,TRUE,FALSE,English
RTGameCrowd,168832200,38685,20354,4259,861594,1,308499,3736356,TRUE,FALSE,English
aceu,744620970,118125,26141,6328,859439,1,763489,15894732,TRUE,TRUE,English
miniminter,189756300,41400,27188,4215,858427,1,588461,16598800,TRUE,FALSE,English
ixxYjYxxi,203102445,37305,15223,5459,857099,1,409932,2378245,TRUE,FALSE,Arabic
UnknownxArmy,333869670,92250,41700,3735,850944,1,836664,11325781,TRUE,FALSE,English
yeTz,408478725,87990,21212,4221,849972,1,281059,10731565,TRUE,FALSE,Portuguese
shongxbong,400635750,50310,94869,7656,845158,1,671127,4198232,TRUE,FALSE,Arabic
Felps,303435945,96930,15553,3109,844681,1,284169,6099521,TRUE,FALSE,Portuguese
AustinShow,509643945,21000,72199,24739,840624,1,378656,11648873,TRUE,TRUE,English
MacieJay,246761880,107805,7318,2249,835787,1,195140,5353692,TRUE,FALSE,English
Maximilian_DOOD,1023316710,110040,43253,9235,833047,1,133195,15517436,TRUE,FALSE,English
Domingo,662502810,65610,102022,11423,829700,1,276400,23040428,TRUE,FALSE,French
Flight23white,216792240,31455,74388,7522,828896,1,704583,2016920,TRUE,FALSE,English
pimpimenta,293014110,164940,20855,1744,828298,1,254312,12258152,TRUE,FALSE,Portuguese
Frankkaster,150181140,30975,49127,4886,826222,1,356711,5878239,TRUE,TRUE,Spanish
PlayHearthstone,661075170,41175,43877,13154,825727,1,39065,28719610,TRUE,FALSE,English
Locklear,619247415,108450,50103,5512,824676,1,469017,17854413,TRUE,FALSE,French
StarLadder_cs_en,1088832810,32880,329195,29956,820675,1,260993,29821162,TRUE,FALSE,English
DansGaming,653181210,187530,33646,3270,817365,1,29415,13757678,TRUE,FALSE,English
Cryaotic,162138405,85785,7169,1727,813371,1,24644,2326058,TRUE,TRUE,English
ElcanaldeJoaco,208060515,20445,48072,8673,810622,1,758797,4893535,TRUE,TRUE,Spanish
IWillDominate,442870530,93480,23813,4591,797244,1,79514,8695968,TRUE,FALSE,English
dizzy,159505395,49125,19262,2997,795869,1,122263,4572893,TRUE,TRUE,English
Monstercat,163589370,519675,14261,313,788684,1,22331,4084222,TRUE,FALSE,English
itsHafu,400822020,123375,34345,3276,787371,1,36756,10008765,TRUE,FALSE,English
FolagorLives,482387190,79995,57813,5032,786983,1,417899,9640983,TRUE,FALSE,Spanish
hardgamechannel,331308960,55125,27529,5711,786562,1,256678,10562872,TRUE,FALSE,Russian
Swagg,790021440,108375,74199,6309,784966,1,723082,7527027,TRUE,FALSE,English
AdmiralBahroo,1188645990,141210,21053,8152,778055,1,72454,12853095,TRUE,FALSE,English
JASONR,193460805,188205,33902,992,777611,1,136800,6183865,TRUE,FALSE,English
Dota2RuHub,1330625430,92160,105359,13189,777510,1,126221,43831479,TRUE,FALSE,Russian
Pengu,182358345,70665,7707,2452,775987,1,241309,5240516,TRUE,TRUE,English
Stray228,972961650,93750,36971,10290,773712,1,197486,23738903,TRUE,FALSE,Russian
Kitboga,656365305,80760,20913,7394,772055,1,331906,8392545,TRUE,FALSE,English
MYM_ALKAPONE,599850495,97830,26221,5948,770535,1,153803,7831334,TRUE,FALSE,Spanish
Froggen,144496815,46710,10648,3024,770030,1,31800,3577064,TRUE,FALSE,English
KingGeorge,472786395,160140,12621,2914,767727,1,250434,6445996,TRUE,FALSE,English
calango,124180125,70155,8380,1736,767187,1,293608,3292645,TRUE,FALSE,Portuguese
aXtLOL,376430955,73815,25340,4991,763886,1,193266,8969210,TRUE,FALSE,Portuguese
TSM_Viss,316437645,117795,18844,2668,762778,1,101135,7091125,TRUE,FALSE,English
Thijs,794621265,108720,24923,7180,755116,1,68557,15548337,TRUE,FALSE,English
Sardoche,1361024835,164235,144066,8066,746865,1,370358,32261961,TRUE,TRUE,French
zEkO,193867860,44970,21313,4440,743040,1,370683,5338943,TRUE,TRUE,Spanish
gratis150ml,356697420,198075,9601,1801,741652,1,129328,12187175,TRUE,FALSE,Portuguese
Pimpeano,170116395,21420,38592,6469,740343,1,665323,3744461,TRUE,TRUE,Spanish
BrookeAB,135540690,48705,24357,2777,737161,1,247335,6936235,TRUE,FALSE,English
PUBG,159140235,32865,35922,4647,733628,1,78929,4783744,TRUE,FALSE,English
ProfessorBroman,157325925,154635,12676,955,732192,1,22714,3579571,TRUE,TRUE,English
scoped,330160515,63360,47343,5165,731808,1,728892,8279834,TRUE,TRUE,English
Vicens,146199795,26115,30628,5739,730679,1,724245,4110592,TRUE,FALSE,Spanish
RobertoCein,149162865,114120,15249,1270,730326,1,422842,2907888,TRUE,TRUE,Spanish
Trainwreckstv,1021699920,148425,49379,7134,728097,1,379973,12449595,TRUE,TRUE,English
FFearFFul,162232935,36165,116245,5305,727059,1,492841,2041776,TRUE,FALSE,Arabic
WankilStudio,179581950,17235,28866,10173,726730,1,274734,5141210,TRUE,FALSE,French
MckyTV,247481385,65025,49791,3599,722041,1,256660,9947455,TRUE,FALSE,German
RealKraftyy,135181170,108585,19953,1235,710277,1,21198,4102026,TRUE,FALSE,English
Shiphtur,420316860,118410,19688,3414,709343,1,58604,7906425,TRUE,FALSE,English
k1ng,163381335,36540,52558,4365,706537,1,614383,6210317,TRUE,FALSE,Spanish
KYR_SP33DY,184233300,95055,6607,1879,706212,1,66637,2451110,TRUE,FALSE,English
Towelliee,453487500,183090,15495,2392,705098,1,21398,17009119,TRUE,FALSE,English
Elwind,421436625,58965,18270,7165,703464,1,200170,14369324,TRUE,FALSE,Turkish
EmadGG,487281450,132630,67732,2741,702744,1,623391,9556065,TRUE,FALSE,English
TobiasFate,159172080,127740,4681,1233,701822,1,49134,5210466,TRUE,FALSE,English
Reborn_Live,578122875,32100,57849,17488,697007,1,682512,9965787,TRUE,TRUE,Spanish
AdmiralBulldog,972317520,154845,16681,6198,694253,1,66513,17095676,TRUE,TRUE,English
Perxitaa,251497200,30330,55418,8010,689582,1,669977,7036771,TRUE,FALSE,Spanish
KamoLRF,269229795,66330,19264,3948,688868,1,184854,5731570,TRUE,FALSE,German
ElRichMC,288441015,31155,95938,9062,688715,1,431071,8120275,TRUE,FALSE,Spanish
JesusAVGN,306076605,78315,43859,3838,682899,1,181914,13548535,TRUE,FALSE,Russian
alexelcapo,418413015,72930,74670,5772,680023,1,211908,13364167,TRUE,FALSE,Spanish
DreadzTV,715644660,109725,35865,6249,675908,1,57448,32228705,TRUE,TRUE,Russian
Sacriel,1002681105,163095,66781,5573,672403,1,136341,60194490,TRUE,FALSE,English
pokelawls,407214675,118335,22496,3352,668807,1,182123,5999354,TRUE,FALSE,English
MarkitoNavaja,149407365,28410,26584,5070,665430,1,641813,3159593,TRUE,FALSE,Spanish
GTimeTV,232140015,187335,14110,1022,665021,1,155419,5838039,TRUE,TRUE,German
dota2ti,1017577605,6315,483530,147643,663297,1,121422,16228039,TRUE,FALSE,English
Brunenger,559915035,183225,64308,2844,659652,1,649562,12736000,TRUE,FALSE,Spanish
INSCOPE21TV,468467130,59925,51244,7554,658658,1,491663,10630158,TRUE,TRUE,German
fl0m,379633995,188070,19318,1931,658323,1,183265,11489901,TRUE,FALSE,English
PatoPapao,286740930,100470,11694,2795,656860,1,116753,8955254,TRUE,FALSE,Portuguese
RiotGamesTurkish,177746055,23835,36258,7414,651994,1,49244,9998277,TRUE,FALSE,Turkish
